note_id,application_id,creation_date,note_text
777,135368,2020-07-06,Note text 777
778,126725,2020-01-23,Note text 778
779,192288,2023-02-14,Note text 779
780,242348,2021-07-30,Note text 780
781,200746,2020-02-24,Note text 781
782,410904,2021-05-26,Note text 782
783,64645,2022-04-28,Note text 783
784,331425,2023-03-08,Note text 784
785,349733,2022-03-01,Note text 785
786,107295,2023-03-31,Note text 786
787,216116,2021-12-06,Note text 787
788,340658,2023-02-04,Note text 788
789,164332,2021-02-18,Note text 789
790,71989,2022-03-13,Note text 790
791,181305,2023-01-23,Note text 791
792,472164,2022-10-18,Note text 792
793,5778,2023-03-02,Note text 793
794,247905,2020-02-02,Note text 794
795,319259,2022-10-28,Note text 795
796,261123,2023-04-29,Note text 796
797,127549,2020-10-26,Note text 797
798,439309,2021-02-08,Note text 798
799,367312,2023-09-23,Note text 799
800,165775,2023-03-08,Note text 800
801,281644,2023-10-24,Note text 801
802,210028,2023-03-21,Note text 802
803,498323,2023-07-04,Note text 803
804,278456,2022-03-15,Note text 804
805,53328,2022-07-17,Note text 805
806,282790,2023-01-30,Note text 806
807,441969,2020-05-11,Note text 807
808,227483,2021-09-03,Note text 808
809,443465,2023-05-27,Note text 809
810,336890,2020-08-05,Note text 810
811,269815,2023-04-23,Note text 811
812,471593,2023-10-25,Note text 812
813,237876,2021-08-28,Note text 813
814,14931,2022-03-06,Note text 814
815,341957,2020-04-15,Note text 815
816,310201,2021-08-29,Note text 816
817,40056,2023-12-30,Note text 817
818,257737,2022-12-14,Note text 818
819,467166,2022-12-27,Note text 819
820,384695,2020-06-22,Note text 820
821,396055,2020-08-16,Note text 821
822,92507,2022-03-24,Note text 822
823,169415,2021-01-26,Note text 823
824,347704,2021-10-31,Note text 824
825,420701,2021-04-01,Note text 825
826,233364,2021-10-13,Note text 826
827,260796,2020-04-21,Note text 827
828,268356,2021-01-04,Note text 828
829,253038,2022-01-06,Note text 829
830,106042,2022-07-12,Note text 830
831,292915,2022-11-28,Note text 831
832,25384,2020-07-11,Note text 832
833,351821,2023-09-29,Note text 833
834,167831,2023-12-14,Note text 834
835,101201,2020-12-20,Note text 835
836,182992,2020-12-21,Note text 836
837,303010,2021-03-19,Note text 837
838,367128,2023-05-15,Note text 838
839,346998,2021-01-05,Note text 839
840,429809,2023-03-24,Note text 840
841,118205,2022-09-17,Note text 841
842,92638,2022-12-19,Note text 842
843,415654,2021-06-03,Note text 843
844,459255,2021-06-20,Note text 844
845,290783,2023-08-28,Note text 845
846,328088,2022-03-08,Note text 846
847,465951,2020-06-21,Note text 847
848,29906,2023-11-28,Note text 848
849,320659,2021-06-23,Note text 849
850,444218,2022-07-12,Note text 850
851,203179,2023-04-09,Note text 851
852,16144,2021-10-29,Note text 852
853,466303,2021-02-01,Note text 853
854,475013,2020-08-06,Note text 854
855,85974,2021-07-31,Note text 855
856,284299,2021-08-14,Note text 856
857,32366,2021-07-17,Note text 857
858,302752,2022-06-12,Note text 858
859,444158,2022-06-12,Note text 859
860,312656,2023-03-24,Note text 860
861,128873,2023-12-12,Note text 861
862,115802,2021-01-17,Note text 862
863,176630,2020-10-26,Note text 863
864,413617,2020-02-14,Note text 864
865,423191,2020-11-01,Note text 865
866,171284,2022-12-24,Note text 866
867,120801,2022-03-22,Note text 867
868,433913,2022-08-06,Note text 868
869,342053,2023-10-07,Note text 869
870,63463,2020-11-17,Note text 870
871,204059,2021-12-06,Note text 871
872,480786,2022-12-04,Note text 872
873,417836,2022-11-05,Note text 873
874,50131,2021-08-18,Note text 874
875,394818,2023-03-14,Note text 875
876,108190,2022-09-05,Note text 876
877,102878,2021-07-13,Note text 877
878,179918,2022-07-25,Note text 878
879,478752,2021-12-07,Note text 879
880,318552,2022-11-30,Note text 880
881,343346,2023-12-12,Note text 881
882,195467,2020-04-17,Note text 882
883,289571,2023-11-04,Note text 883
884,236479,2020-01-09,Note text 884
885,469956,2023-03-03,Note text 885
886,62055,2022-10-09,Note text 886
887,497432,2022-09-01,Note text 887
888,481874,2022-01-13,Note text 888
889,294286,2023-04-15,Note text 889
890,385410,2020-10-05,Note text 890
891,374040,2020-05-13,Note text 891
892,14043,2022-08-20,Note text 892
893,315397,2023-09-05,Note text 893
894,49590,2020-06-10,Note text 894
895,200802,2020-07-03,Note text 895
896,320706,2020-10-07,Note text 896
897,108893,2023-08-09,Note text 897
898,412587,2022-10-16,Note text 898
899,443351,2022-01-26,Note text 899
900,11062,2020-05-25,Note text 900
901,71071,2020-04-25,Note text 901
902,484312,2023-11-20,Note text 902
903,308174,2022-02-19,Note text 903
904,75418,2023-07-06,Note text 904
905,2804,2022-04-11,Note text 905
906,398156,2022-02-17,Note text 906
907,150963,2022-02-23,Note text 907
908,294459,2023-11-20,Note text 908
909,166665,2022-10-14,Note text 909
910,234841,2023-08-03,Note text 910
911,284283,2023-01-06,Note text 911
912,249768,2021-12-27,Note text 912
913,197875,2021-06-16,Note text 913
914,446032,2021-07-31,Note text 914
915,284080,2020-08-26,Note text 915
916,33556,2020-12-10,Note text 916
917,273944,2023-07-24,Note text 917
918,302655,2020-04-12,Note text 918
919,483784,2022-02-07,Note text 919
920,147734,2021-02-09,Note text 920
921,163306,2023-03-01,Note text 921
922,457200,2020-05-28,Note text 922
923,442573,2022-09-30,Note text 923
924,307107,2021-01-13,Note text 924
925,350482,2021-10-01,Note text 925
926,461099,2021-02-09,Note text 926
927,69661,2023-08-14,Note text 927
928,279826,2021-11-29,Note text 928
929,67225,2023-02-13,Note text 929
930,282291,2022-07-12,Note text 930
931,12204,2020-12-04,Note text 931
932,192172,2021-02-05,Note text 932
933,70622,2021-01-21,Note text 933
934,297058,2020-06-04,Note text 934
935,143690,2021-07-12,Note text 935
936,384623,2021-09-29,Note text 936
937,52959,2021-03-30,Note text 937
938,192898,2022-11-07,Note text 938
939,388561,2023-12-10,Note text 939
940,35288,2020-05-08,Note text 940
941,337328,2020-08-03,Note text 941
942,131586,2023-08-16,Note text 942
943,218382,2020-08-15,Note text 943
944,431309,2021-08-09,Note text 944
945,27315,2022-09-16,Note text 945
946,255118,2020-12-01,Note text 946
947,20090,2020-01-17,Note text 947
948,463604,2022-05-24,Note text 948
949,339544,2020-03-19,Note text 949
950,61515,2020-05-26,Note text 950
951,299229,2022-04-13,Note text 951
952,316026,2021-10-06,Note text 952
953,495207,2021-12-10,Note text 953
954,423928,2020-06-01,Note text 954
955,444424,2021-11-09,Note text 955
956,346181,2023-02-02,Note text 956
957,151047,2022-02-20,Note text 957
958,365494,2021-04-02,Note text 958
959,131658,2021-12-13,Note text 959
960,36168,2020-10-18,Note text 960
961,10147,2022-07-04,Note text 961
962,244927,2022-12-29,Note text 962
963,385102,2023-03-25,Note text 963
964,106537,2023-05-16,Note text 964
965,367895,2020-05-23,Note text 965
966,348029,2020-06-09,Note text 966
967,469041,2020-02-28,Note text 967
968,115739,2022-02-21,Note text 968
969,84336,2021-08-30,Note text 969
970,145498,2021-08-10,Note text 970
971,81997,2020-11-26,Note text 971
972,298218,2022-12-08,Note text 972
973,290880,2022-08-08,Note text 973
974,456749,2022-10-03,Note text 974
975,291061,2023-09-03,Note text 975
976,232528,2020-10-23,Note text 976
977,229144,2023-04-03,Note text 977
978,425283,2022-11-20,Note text 978
979,224423,2023-07-04,Note text 979
980,331230,2020-10-13,Note text 980
981,172269,2023-12-04,Note text 981
982,93587,2023-09-07,Note text 982
983,477911,2021-01-04,Note text 983
984,190802,2023-11-15,Note text 984
985,330696,2020-12-26,Note text 985
986,341956,2022-06-30,Note text 986
987,26147,2020-02-06,Note text 987
988,481909,2021-08-30,Note text 988
989,21782,2023-02-12,Note text 989
990,58602,2021-02-06,Note text 990
991,187714,2022-05-07,Note text 991
992,230309,2021-06-13,Note text 992
993,234075,2023-06-25,Note text 993
994,353607,2023-10-19,Note text 994
995,219274,2023-04-17,Note text 995
996,165619,2022-05-06,Note text 996
997,372275,2022-04-21,Note text 997
998,380610,2021-11-15,Note text 998
999,353667,2023-08-30,Note text 999
1000,201500,2023-07-21,Note text 1000
1001,437210,2020-11-20,Note text 1001
1002,410395,2022-08-07,Note text 1002
1003,233466,2020-08-21,Note text 1003
1004,225593,2023-02-23,Note text 1004
1005,390468,2021-08-19,Note text 1005
1006,487180,2022-07-25,Note text 1006
1007,345927,2021-04-13,Note text 1007
1008,445502,2021-12-08,Note text 1008
1009,136222,2020-10-23,Note text 1009
1010,64409,2021-10-27,Note text 1010
1011,289476,2021-07-10,Note text 1011
1012,160207,2020-12-02,Note text 1012
1013,271335,2023-07-15,Note text 1013
1014,378730,2021-06-06,Note text 1014
1015,394044,2023-04-13,Note text 1015
1016,275015,2021-09-30,Note text 1016
1017,184331,2021-07-11,Note text 1017
1018,168879,2023-08-25,Note text 1018
1019,379835,2023-03-07,Note text 1019
1020,88093,2023-06-04,Note text 1020
1021,376567,2020-03-09,Note text 1021
1022,139369,2020-02-28,Note text 1022
1023,176073,2021-08-20,Note text 1023
1024,76302,2021-01-24,Note text 1024
1025,464799,2023-12-17,Note text 1025
1026,147630,2022-11-06,Note text 1026
1027,224103,2021-06-16,Note text 1027
1028,196368,2023-07-18,Note text 1028
1029,24439,2020-05-20,Note text 1029
1030,459880,2020-01-25,Note text 1030
1031,430808,2022-03-29,Note text 1031
1032,171943,2021-09-02,Note text 1032
1033,457005,2021-11-19,Note text 1033
1034,89916,2023-05-08,Note text 1034
1035,424947,2020-10-19,Note text 1035
1036,469301,2020-11-08,Note text 1036
1037,475537,2021-09-12,Note text 1037
1038,156049,2021-06-12,Note text 1038
1039,498298,2021-02-21,Note text 1039
1040,345530,2023-08-12,Note text 1040
1041,2988,2023-02-17,Note text 1041
1042,104022,2022-05-08,Note text 1042
1043,158029,2023-05-06,Note text 1043
1044,206543,2023-12-30,Note text 1044
1045,277541,2023-01-20,Note text 1045
1046,188156,2023-12-23,Note text 1046
1047,392313,2021-06-23,Note text 1047
1048,234379,2022-11-24,Note text 1048
1049,58336,2021-04-21,Note text 1049
1050,17876,2020-10-03,Note text 1050
1051,123689,2021-08-04,Note text 1051
1052,246531,2023-10-27,Note text 1052
1053,296127,2023-02-18,Note text 1053
1054,156634,2023-03-14,Note text 1054
1055,405778,2021-06-01,Note text 1055
1056,489081,2020-07-26,Note text 1056
1057,120411,2023-04-13,Note text 1057
1058,34149,2020-11-03,Note text 1058
1059,174195,2023-04-29,Note text 1059
1060,199023,2021-08-31,Note text 1060
1061,127779,2020-09-14,Note text 1061
1062,484527,2020-05-18,Note text 1062
1063,398925,2023-01-09,Note text 1063
1064,88377,2020-11-16,Note text 1064
1065,185379,2023-07-23,Note text 1065
1066,427219,2020-04-21,Note text 1066
1067,462134,2022-08-17,Note text 1067
1068,317015,2020-11-06,Note text 1068
1069,315960,2022-02-03,Note text 1069
1070,374578,2021-07-18,Note text 1070
1071,488792,2021-10-18,Note text 1071
1072,228147,2021-04-23,Note text 1072
1073,84429,2021-11-13,Note text 1073
1074,410435,2021-04-15,Note text 1074
1075,320108,2023-03-05,Note text 1075
1076,465932,2021-12-25,Note text 1076
1077,401183,2020-11-24,Note text 1077
1078,368681,2022-12-28,Note text 1078
1079,214110,2021-08-17,Note text 1079
1080,213205,2021-01-23,Note text 1080
1081,22031,2021-02-19,Note text 1081
1082,468858,2021-11-11,Note text 1082
1083,153409,2020-04-25,Note text 1083
1084,446149,2022-01-19,Note text 1084
1085,340187,2022-11-06,Note text 1085
1086,226669,2022-02-12,Note text 1086
1087,381776,2020-07-30,Note text 1087
1088,314635,2021-02-19,Note text 1088
1089,312391,2021-01-09,Note text 1089
1090,494021,2021-11-29,Note text 1090
1091,464560,2021-12-09,Note text 1091
1092,431591,2022-06-17,Note text 1092
1093,361518,2021-04-22,Note text 1093
1094,58505,2021-02-21,Note text 1094
1095,446513,2020-10-21,Note text 1095
1096,112615,2020-09-02,Note text 1096
1097,131198,2020-08-16,Note text 1097
1098,407239,2021-05-08,Note text 1098
1099,212723,2023-11-10,Note text 1099
1100,16912,2021-05-13,Note text 1100
1101,261874,2021-05-02,Note text 1101
1102,46340,2022-12-10,Note text 1102
1103,277803,2022-12-16,Note text 1103
1104,295111,2022-09-20,Note text 1104
1105,42824,2021-04-16,Note text 1105
1106,343370,2023-02-10,Note text 1106
1107,345878,2020-05-26,Note text 1107
1108,110122,2022-12-02,Note text 1108
1109,128492,2021-05-11,Note text 1109
1110,174596,2020-01-11,Note text 1110
1111,57548,2023-05-13,Note text 1111
1112,443322,2020-05-03,Note text 1112
1113,44532,2020-08-13,Note text 1113
1114,221983,2023-11-02,Note text 1114
1115,155372,2023-02-18,Note text 1115
1116,208811,2021-05-10,Note text 1116
1117,363044,2020-02-04,Note text 1117
1118,298291,2020-01-27,Note text 1118
1119,30277,2023-12-26,Note text 1119
1120,81490,2022-03-18,Note text 1120
1121,34190,2022-03-04,Note text 1121
1122,276169,2021-09-18,Note text 1122
1123,244656,2023-03-17,Note text 1123
1124,246782,2021-07-17,Note text 1124
1125,304807,2020-01-11,Note text 1125
1126,204131,2022-03-08,Note text 1126
1127,371427,2023-12-09,Note text 1127
1128,80738,2022-12-24,Note text 1128
1129,170876,2021-07-20,Note text 1129
1130,44892,2020-06-24,Note text 1130
1131,499264,2022-02-26,Note text 1131
1132,486551,2023-01-20,Note text 1132
1133,336903,2020-08-20,Note text 1133
1134,3180,2023-03-18,Note text 1134
1135,233873,2022-06-14,Note text 1135
1136,145740,2020-04-13,Note text 1136
1137,41833,2023-05-14,Note text 1137
1138,156291,2023-08-07,Note text 1138
1139,372400,2023-02-09,Note text 1139
1140,197055,2021-06-17,Note text 1140
1141,427499,2022-08-09,Note text 1141
1142,253222,2022-02-21,Note text 1142
1143,217544,2021-03-21,Note text 1143
1144,137945,2023-03-21,Note text 1144
1145,352302,2023-12-29,Note text 1145
1146,416868,2022-08-29,Note text 1146
1147,215626,2020-12-04,Note text 1147
1148,81175,2020-01-10,Note text 1148
1149,158041,2023-09-07,Note text 1149
1150,161519,2022-08-09,Note text 1150
1151,438870,2021-10-26,Note text 1151
1152,10199,2020-10-15,Note text 1152
1153,208518,2023-05-17,Note text 1153
1154,451481,2021-01-13,Note text 1154
1155,64427,2023-06-10,Note text 1155
1156,136132,2023-11-22,Note text 1156
1157,464275,2022-01-31,Note text 1157
1158,441777,2020-02-11,Note text 1158
1159,64406,2023-12-12,Note text 1159
1160,219703,2022-07-18,Note text 1160
1161,27525,2020-06-02,Note text 1161
1162,179533,2023-10-03,Note text 1162
1163,207856,2022-03-24,Note text 1163
1164,115283,2020-10-07,Note text 1164
1165,399530,2023-04-02,Note text 1165
1166,105737,2020-11-30,Note text 1166
1167,180778,2021-10-12,Note text 1167
1168,474515,2021-09-30,Note text 1168
1169,108987,2023-09-17,Note text 1169
1170,444896,2022-08-26,Note text 1170
1171,146187,2023-07-31,Note text 1171
1172,419034,2021-03-20,Note text 1172
1173,381787,2020-12-15,Note text 1173
1174,111380,2020-09-27,Note text 1174
1175,133925,2022-09-02,Note text 1175
1176,250190,2022-06-20,Note text 1176
1177,354283,2023-10-22,Note text 1177
1178,109490,2020-01-24,Note text 1178
1179,414802,2021-05-10,Note text 1179
1180,17878,2021-04-06,Note text 1180
1181,428793,2021-04-15,Note text 1181
1182,486109,2021-02-04,Note text 1182
1183,105335,2022-11-14,Note text 1183
1184,313993,2023-05-05,Note text 1184
1185,463739,2020-01-26,Note text 1185
1186,99680,2022-12-15,Note text 1186
1187,339189,2021-04-27,Note text 1187
1188,231466,2021-10-31,Note text 1188
1189,307479,2021-09-17,Note text 1189
1190,232557,2021-11-19,Note text 1190
1191,434848,2023-06-25,Note text 1191
1192,218009,2023-10-09,Note text 1192
1193,406047,2022-11-07,Note text 1193
1194,122432,2021-03-03,Note text 1194
1195,429396,2021-03-21,Note text 1195
1196,122247,2020-09-04,Note text 1196
1197,352683,2023-10-22,Note text 1197
1198,132995,2021-05-13,Note text 1198
1199,306827,2023-03-31,Note text 1199
1200,459781,2020-11-15,Note text 1200
1201,170522,2021-11-18,Note text 1201
1202,487960,2021-05-20,Note text 1202
1203,413911,2020-05-14,Note text 1203
1204,233119,2022-09-27,Note text 1204
1205,27309,2020-04-01,Note text 1205
1206,85846,2021-10-17,Note text 1206
1207,65421,2021-09-19,Note text 1207
1208,215652,2023-05-21,Note text 1208
1209,313669,2021-10-07,Note text 1209
1210,52517,2021-10-22,Note text 1210
1211,213635,2023-08-24,Note text 1211
1212,312107,2021-09-03,Note text 1212
1213,453066,2021-01-22,Note text 1213
1214,256162,2020-01-16,Note text 1214
1215,486140,2021-03-09,Note text 1215
1216,278393,2020-11-06,Note text 1216
1217,242152,2021-08-15,Note text 1217
1218,415477,2023-05-11,Note text 1218
1219,297007,2020-09-05,Note text 1219
1220,254316,2020-08-30,Note text 1220
1221,404246,2020-06-07,Note text 1221
1222,284053,2022-05-04,Note text 1222
1223,476876,2022-07-11,Note text 1223
1224,209060,2021-06-25,Note text 1224
1225,449470,2022-05-23,Note text 1225
1226,102093,2021-01-22,Note text 1226
1227,324345,2020-09-07,Note text 1227
1228,414971,2023-08-09,Note text 1228
1229,139784,2022-07-16,Note text 1229
1230,150707,2021-05-08,Note text 1230
1231,422876,2023-12-20,Note text 1231
1232,55405,2023-10-06,Note text 1232
1233,404184,2023-09-11,Note text 1233
1234,17797,2021-04-28,Note text 1234
1235,300360,2023-02-05,Note text 1235
1236,127939,2022-07-02,Note text 1236
1237,313405,2021-10-12,Note text 1237
1238,384815,2022-08-27,Note text 1238
1239,417807,2021-02-23,Note text 1239
1240,118655,2020-01-13,Note text 1240
1241,257523,2021-02-13,Note text 1241
1242,99147,2022-02-02,Note text 1242
1243,388641,2021-03-15,Note text 1243
1244,35464,2023-05-06,Note text 1244
1245,158048,2023-10-30,Note text 1245
1246,455062,2021-12-03,Note text 1246
1247,228558,2023-11-10,Note text 1247
1248,343891,2020-08-31,Note text 1248
1249,266511,2020-09-16,Note text 1249
